#,Date-Time (MST/MDT),Ch: 1 - Temperature   (°C ),Ch: 2 - RH   (%),Dew Point   (°C ),Host Connected,End of File
14594,11/06/2022 23:35:38,-3.28,94.65,-4.03,,
14595,11/06/2022 23:38:38,-3.56,94.12,-4.38,,
14596,11/06/2022 23:41:38,-3.65,94.95,-4.35,,
14597,11/06/2022 23:44:38,-3.46,96.50,-3.94,,
14598,11/06/2022 23:47:38,-3.03,96.76,-3.48,,
14599,11/06/2022 23:50:38,-2.97,96.39,-3.48,,
14600,11/06/2022 23:53:38,-3.12,95.31,-3.78,,
14601,11/06/2022 23:56:38,-3.15,95.65,-3.75,,
14602,11/06/2022 23:59:38,-3.12,95.65,-3.73,,
14603,11/07/2022 00:02:38,-2.81,96.21,-3.34,,
14604,11/07/2022 00:05:38,-2.75,93.33,-3.68,,
14605,11/07/2022 00:08:38,-2.93,92.24,-4.02,,
14606,11/07/2022 00:11:38,-2.95,94.06,-3.78,,
14607,11/07/2022 00:14:38,-3.10,93.75,-3.97,,
14608,11/07/2022 00:17:38,-3.26,94.52,-4.03,,
14609,11/07/2022 00:20:38,-2.97,95.92,-3.54,,
14610,11/07/2022 00:23:38,-2.90,95.92,-3.47,,
14611,11/07/2022 00:26:38,-3.00,95.48,-3.62,,
14612,11/07/2022 00:29:38,-3.20,94.71,-3.94,,
14613,11/07/2022 00:32:38,-3.34,95.54,-3.96,,
14614,11/07/2022 00:35:38,-3.41,95.40,-4.05,,
14615,11/07/2022 00:38:38,-3.61,94.96,-4.31,,
14616,11/07/2022 00:41:38,-3.40,95.99,-3.96,,
14617,11/07/2022 00:44:38,-3.42,96.61,-3.90,,
14618,11/07/2022 00:47:38,-3.07,96.70,-3.53,,
14619,11/07/2022 00:50:38,-3.47,94.99,-4.16,,
14620,11/07/2022 00:53:38,-3.08,96.73,-3.54,,
14621,11/07/2022 00:56:38,-2.38,96.45,-2.88,,
14622,11/07/2022 00:59:38,-2.23,94.33,-3.03,,
14623,11/07/2022 01:02:38,-2.35,92.91,-3.35,,
14624,11/07/2022 01:05:38,-2.63,93.02,-3.61,,
14625,11/07/2022 01:08:38,-2.73,94.44,-3.50,,
14626,11/07/2022 01:11:38,-2.91,93.23,-3.86,,
14627,11/07/2022 01:14:38,-3.20,93.09,-4.16,,
14628,11/07/2022 01:17:38,-3.32,94.69,-4.05,,
14629,11/07/2022 01:20:38,-3.15,95.41,-3.78,,
14630,11/07/2022 01:23:38,-3.42,93.68,-4.30,,
14631,11/07/2022 01:26:38,-3.38,94.92,-4.09,,
14632,11/07/2022 01:29:38,-3.22,95.73,-3.81,,
14633,11/07/2022 01:32:38,-3.08,95.91,-3.65,,
14634,11/07/2022 01:35:38,-3.10,95.41,-3.74,,
14635,11/07/2022 01:38:38,-2.96,95.48,-3.59,,
14636,11/07/2022 01:41:38,-3.01,94.23,-3.81,,
14637,11/07/2022 01:44:38,-3.03,92.59,-4.07,,
14638,11/07/2022 01:47:38,-3.39,94.69,-4.13,,
14639,11/07/2022 01:50:38,-2.46,95.45,-3.09,,
14640,11/07/2022 01:53:38,-2.20,92.59,-3.25,,
14641,11/07/2022 01:56:38,-2.82,89.01,-4.39,,
14642,11/07/2022 01:59:38,-2.89,93.65,-3.77,,
14643,11/07/2022 02:02:38,-2.91,93.12,-3.87,,
14644,11/07/2022 02:05:38,-2.92,93.28,-3.86,,
14645,11/07/2022 02:08:38,-3.09,92.91,-4.08,,
14646,11/07/2022 02:11:38,-3.16,92.40,-4.22,,
14647,11/07/2022 02:14:38,-2.93,93.99,-3.77,,
14648,11/07/2022 02:17:38,-3.30,91.99,-4.42,,
14649,11/07/2022 02:20:38,-3.52,92.91,-4.51,,
14650,11/07/2022 02:23:38,-3.62,94.01,-4.45,,
14651,11/07/2022 02:26:38,-3.12,95.48,-3.75,,
14652,11/07/2022 02:29:38,-3.39,91.66,-4.56,,
14653,11/07/2022 02:32:38,-2.75,94.34,-3.54,,
14654,11/07/2022 02:35:38,-2.61,91.15,-3.86,,
14655,11/07/2022 02:38:38,-1.98,90.11,-3.38,,
14656,11/07/2022 02:41:38,-2.21,89.26,-3.75,,
14657,11/07/2022 02:44:38,-2.48,89.80,-3.93,,
14658,11/07/2022 02:47:38,-2.64,91.40,-3.86,,
14659,11/07/2022 02:50:38,-2.75,90.66,-4.07,,
14660,11/07/2022 02:53:38,-3.05,91.50,-4.24,,
14661,11/07/2022 02:56:38,-3.19,91.43,-4.39,,
14662,11/07/2022 02:59:38,-3.37,92.73,-4.39,,
14663,11/07/2022 03:02:38,-3.46,93.29,-4.39,,
14664,11/07/2022 03:05:38,-3.36,93.47,-4.27,,
14665,11/07/2022 03:08:38,-3.38,93.61,-4.27,,
14666,11/07/2022 03:11:38,-3.21,93.90,-4.06,,
14667,11/07/2022 03:14:38,-3.00,92.95,-3.98,,
14668,11/07/2022 03:17:38,-3.08,91.99,-4.20,,
14669,11/07/2022 03:20:38,-3.24,91.60,-4.42,,
14670,11/07/2022 03:23:38,-3.17,93.24,-4.11,,
14671,11/07/2022 03:26:38,-3.19,92.05,-4.30,,
14672,11/07/2022 03:29:38,-3.34,91.60,-4.52,,
14673,11/07/2022 03:32:38,-3.33,92.21,-4.42,,
14674,11/07/2022 03:35:38,-3.12,93.75,-4.00,,
14675,11/07/2022 03:38:38,-2.33,91.92,-3.47,,
14676,11/07/2022 03:41:38,-2.60,89.33,-4.12,,
14677,11/07/2022 03:44:38,-2.68,89.46,-4.18,,
14678,11/07/2022 03:47:38,-2.82,89.83,-4.27,,
14679,11/07/2022 03:50:38,-3.19,90.01,-4.60,,
14680,11/07/2022 03:53:38,-2.96,90.96,-4.24,,
14681,11/07/2022 03:56:38,-3.32,89.31,-4.83,,
14682,11/07/2022 03:59:38,-3.46,92.79,-4.46,,
14683,11/07/2022 04:02:38,-2.83,93.34,-3.77,,
14684,11/07/2022 04:05:38,-2.39,88.51,-4.04,,
14685,11/07/2022 04:08:38,-2.75,89.09,-4.30,,
14686,11/07/2022 04:11:38,-3.07,89.85,-4.51,,
14687,11/07/2022 04:14:38,-3.00,91.74,-4.16,,
14688,11/07/2022 04:17:38,-2.94,91.68,-4.11,,
14689,11/07/2022 04:20:38,-3.00,91.27,-4.22,,
14690,11/07/2022 04:23:38,-2.95,92.32,-4.03,,
14691,11/07/2022 04:26:38,-2.80,92.49,-3.86,,
14692,11/07/2022 04:29:38,-2.97,90.74,-4.28,,
14693,11/07/2022 04:32:38,-3.03,91.70,-4.19,,
14694,11/07/2022 04:35:38,-3.23,90.97,-4.50,,
14695,11/07/2022 04:38:38,-2.83,92.27,-3.92,,
14696,11/07/2022 04:41:38,-2.75,90.17,-4.14,,
14697,11/07/2022 04:44:38,-3.17,88.83,-4.75,,
14698,11/07/2022 04:47:38,-3.65,90.87,-4.93,,
14699,11/07/2022 04:50:38,-3.36,93.59,-4.25,,
14700,11/07/2022 04:53:38,-3.11,91.48,-4.31,,
14701,11/07/2022 04:56:38,-3.12,91.63,-4.30,,
14702,11/07/2022 04:59:38,-3.08,91.47,-4.28,,
14703,11/07/2022 05:02:38,-2.71,90.34,-4.07,,
14704,11/07/2022 05:05:38,-2.64,89.70,-4.10,,
14705,11/07/2022 05:08:38,-2.77,89.67,-4.24,,
14706,11/07/2022 05:11:38,-3.09,90.65,-4.41,,
14707,11/07/2022 05:14:38,-3.22,90.83,-4.51,,
14708,11/07/2022 05:17:38,-3.33,91.54,-4.51,,
14709,11/07/2022 05:20:38,-3.48,91.15,-4.72,,
14710,11/07/2022 05:23:38,-3.79,90.66,-5.10,,
14711,11/07/2022 05:26:38,-3.47,94.15,-4.28,,
14712,11/07/2022 05:29:38,-3.38,91.73,-4.54,,
14713,11/07/2022 05:32:38,-3.25,92.64,-4.28,,
14714,11/07/2022 05:35:38,-3.47,90.73,-4.77,,
14715,11/07/2022 05:38:38,-3.50,91.36,-4.71,,
14716,11/07/2022 05:41:38,-3.45,93.24,-4.39,,
14717,11/07/2022 05:44:38,-2.59,95.20,-3.26,,
14718,11/07/2022 05:47:38,-1.43,89.94,-2.87,,
14719,11/07/2022 05:50:38,-1.41,86.88,-3.31,,
14720,11/07/2022 05:53:38,-0.57,86.50,-2.55,,
14721,11/07/2022 05:56:38,-0.45,80.63,-3.37,,
14722,11/07/2022 05:59:38,-1.19,83.46,-3.64,,
14723,11/07/2022 06:02:38,-1.77,85.00,-3.96,,
14724,11/07/2022 06:05:38,-2.27,86.81,-4.17,,
14725,11/07/2022 06:08:38,-2.87,88.50,-4.51,,
14726,11/07/2022 06:11:38,-3.05,90.92,-4.33,,
14727,11/07/2022 06:14:38,-2.95,91.01,-4.22,,
14728,11/07/2022 06:17:38,-3.15,87.28,-4.96,,
14729,11/07/2022 06:20:38,-3.36,90.91,-4.64,,
14730,11/07/2022 06:23:38,-3.42,92.11,-4.53,,
14731,11/07/2022 06:26:38,-3.19,92.37,-4.26,,
14732,11/07/2022 06:29:38,-3.16,91.26,-4.38,,
14733,11/07/2022 06:32:38,-3.25,91.35,-4.47,,
14734,11/07/2022 06:35:38,-3.32,91.81,-4.46,,
14735,11/07/2022 06:38:38,-3.08,92.36,-4.15,,
14736,11/07/2022 06:41:38,-3.63,87.20,-5.45,,
14737,11/07/2022 06:44:38,-3.74,92.55,-4.77,,
14738,11/07/2022 06:47:38,-3.54,93.83,-4.40,,
14739,11/07/2022 06:50:38,-3.65,93.01,-4.62,,
14740,11/07/2022 06:53:38,-3.36,92.86,-4.36,,
14741,11/07/2022 06:56:38,-3.36,91.20,-4.60,,
14742,11/07/2022 06:59:38,-3.09,91.46,-4.29,,
14743,11/07/2022 07:02:38,-2.82,90.82,-4.12,,
14744,11/07/2022 07:05:38,-2.31,90.48,-3.66,,
14745,11/07/2022 07:08:38,-1.93,86.22,-3.93,,
14746,11/07/2022 07:11:38,-1.94,87.27,-3.78,,
14747,11/07/2022 07:14:38,-1.68,88.10,-3.39,,
14748,11/07/2022 07:17:38,-1.13,87.09,-3.00,,
14749,11/07/2022 07:20:38,-0.57,85.76,-2.66,,
14750,11/07/2022 07:23:38,-0.08,83.48,-2.54,,
14751,11/07/2022 07:26:38,0.64,81.03,-2.24,,
14752,11/07/2022 07:29:38,1.33,77.47,-2.18,,
14753,11/07/2022 07:32:38,1.25,77.50,-2.24,,
14754,11/07/2022 07:35:38,1.22,77.55,-2.27,,
14755,11/07/2022 07:38:38,1.54,78.74,-1.75,,
14756,11/07/2022 07:41:38,2.06,75.55,-1.81,,
14757,11/07/2022 07:44:38,2.81,74.07,-1.35,,
14758,11/07/2022 07:47:38,3.09,73.23,-1.24,,
14759,11/07/2022 07:50:38,3.85,71.41,-0.85,,
14760,11/07/2022 07:53:38,4.01,71.69,-0.64,,
14761,11/07/2022 07:56:38,4.13,73.95,-0.10,,
14762,11/07/2022 07:59:38,4.43,71.57,-0.26,,
14763,11/07/2022 08:02:38,4.10,72.36,-0.42,,
14764,11/07/2022 08:05:38,3.98,76.00,0.14,,
14765,11/07/2022 08:08:38,4.38,74.07,0.18,,
14766,11/07/2022 08:11:38,5.18,70.25,0.21,,
14767,11/07/2022 08:14:38,5.46,68.72,0.17,,
14768,11/07/2022 08:17:38,5.60,66.97,-0.05,,
14769,11/07/2022 08:20:38,5.62,68.66,0.32,,
14770,11/07/2022 08:23:38,5.53,67.66,0.03,,
14771,11/07/2022 08:26:38,5.97,71.18,1.15,,
14772,11/07/2022 08:29:38,6.85,66.07,0.96,,
14773,11/07/2022 08:32:38,7.31,63.91,0.94,,
14774,11/07/2022 08:35:38,7.50,64.70,1.30,,
14775,11/07/2022 08:38:38,7.05,68.09,1.58,,
14776,11/07/2022 08:41:38,6.31,66.89,0.62,,
14777,11/07/2022 08:44:38,6.48,70.36,1.48,,
14778,11/07/2022 08:47:38,6.88,67.42,1.28,,
14779,11/07/2022 08:50:38,7.12,68.47,1.72,,
14780,11/07/2022 08:53:38,7.19,67.37,1.56,,
14781,11/07/2022 08:56:38,7.72,67.50,2.09,,
14782,11/07/2022 08:59:38,8.17,63.79,1.73,,
14783,11/07/2022 09:02:38,8.62,60.87,1.50,,
14784,11/07/2022 09:05:38,8.86,64.13,2.46,,
14785,11/07/2022 09:08:38,9.67,56.70,1.50,,
14786,11/07/2022 09:11:38,10.04,54.33,1.25,,
14787,11/07/2022 09:14:38,10.98,54.62,2.20,,
14788,11/07/2022 09:17:38,11.63,51.30,1.93,,
14789,11/07/2022 09:20:38,11.71,46.80,0.72,,
14790,11/07/2022 09:23:38,12.22,47.12,1.29,,
14791,11/07/2022 09:26:38,12.48,43.52,0.42,,
14792,11/07/2022 09:29:38,12.27,41.64,-0.38,,
14793,11/07/2022 09:32:38,11.81,41.82,-0.74,,
14794,11/07/2022 09:35:38,11.75,42.19,-0.66,,
14795,11/07/2022 09:38:38,12.90,40.14,-0.31,,
14796,11/07/2022 09:41:38,13.21,39.77,-0.16,,
14797,11/07/2022 09:44:38,13.33,38.62,-0.46,,
14798,11/07/2022 09:47:38,13.08,38.25,-0.81,,
14799,11/07/2022 09:50:38,12.94,37.40,-1.24,,
14800,11/07/2022 09:53:38,12.79,39.43,-0.66,,
14801,11/07/2022 09:56:38,12.41,39.15,-1.10,,
14802,11/07/2022 09:59:38,12.52,41.69,-0.13,,
14803,11/07/2022 10:02:38,12.72,38.01,-1.22,,
14804,11/07/2022 10:05:38,12.90,37.78,-1.14,,
14805,11/07/2022 10:08:38,12.79,37.92,-1.19,,
14806,11/07/2022 10:11:38,13.55,36.74,-0.94,,
14807,11/07/2022 10:14:38,13.29,37.74,-0.81,,
14808,11/07/2022 10:17:38,13.53,37.24,-0.78,,
14809,11/07/2022 10:20:38,12.77,37.11,-1.50,,
14810,11/07/2022 10:23:38,13.07,35.88,-1.69,,
14811,11/07/2022 10:26:38,13.66,35.34,-1.37,,
14812,11/07/2022 10:29:38,15.17,32.14,-1.34,,
14813,11/07/2022 10:32:38,15.83,30.66,-1.40,,
14814,11/07/2022 10:35:38,16.15,29.90,-1.47,,
14815,11/07/2022 10:38:38,15.90,28.33,-2.41,,
14816,11/07/2022 10:41:38,15.55,30.40,-1.76,,
14817,11/07/2022 10:44:38,14.95,32.13,-1.54,,
14818,11/07/2022 10:47:38,14.57,31.93,-1.95,,
14819,11/07/2022 10:50:38,15.93,29.24,-1.95,,
14820,11/07/2022 10:53:38,16.74,27.44,-2.12,,
14821,11/07/2022 10:56:38,16.86,29.39,-1.09,,
14822,11/07/2022 10:59:38,16.58,28.63,-1.69,,
14823,11/07/2022 11:02:38,17.35,26.95,-1.84,,
14824,11/07/2022 11:05:38,17.46,26.33,-2.07,,
14825,11/07/2022 11:08:38,16.79,28.40,-1.61,,
14826,11/07/2022 11:11:38,16.60,26.50,-2.71,,
14827,11/07/2022 11:14:38,17.11,25.46,-2.81,,
14828,11/07/2022 11:17:38,16.84,26.01,-2.76,,
14829,11/07/2022 11:20:38,17.10,26.08,-2.50,,
14830,11/07/2022 11:23:38,16.86,27.25,-2.12,,
14831,11/07/2022 11:26:38,16.52,27.17,-2.44,,
14832,11/07/2022 11:29:38,16.45,25.86,-3.17,,
14833,11/07/2022 11:32:38,16.44,26.15,-3.03,,
14834,11/07/2022 11:35:38,16.85,26.03,-2.74,,
14835,11/07/2022 11:38:38,17.09,26.03,-2.53,,
14836,11/07/2022 11:41:38,17.34,26.32,-2.17,,
14837,11/07/2022 11:44:38,16.90,27.32,-2.04,,
14838,11/07/2022 11:47:38,16.91,27.04,-2.17,,
14839,11/07/2022 11:50:38,16.98,27.41,-1.93,,
14840,11/07/2022 11:53:38,17.07,25.66,-2.74,,
14841,11/07/2022 11:56:38,17.23,25.45,-2.71,,
14842,11/07/2022 11:59:38,16.76,25.56,-3.06,,
14843,11/07/2022 12:02:38,16.61,26.39,-2.76,,
14844,11/07/2022 12:05:38,17.52,23.75,-3.40,,
14845,11/07/2022 12:08:38,16.67,25.51,-3.16,,
14846,11/07/2022 12:11:38,16.64,24.80,-3.57,,
14847,11/07/2022 12:14:38,16.98,26.01,-2.64,,
14848,11/07/2022 12:17:38,16.82,25.36,-3.11,,
14849,11/07/2022 12:20:38,17.39,24.60,-3.04,,
14850,11/07/2022 12:23:38,16.78,25.75,-2.94,,
14851,11/07/2022 12:26:38,16.35,24.87,-3.77,,
14852,11/07/2022 12:29:38,16.96,24.34,-3.54,,
14853,11/07/2022 12:32:38,16.79,25.37,-3.13,,
14854,11/07/2022 12:35:38,16.65,24.02,-3.98,,
14855,11/07/2022 12:38:38,17.43,23.93,-3.38,,
14856,11/07/2022 12:41:38,17.36,22.94,-4.00,,
14857,11/07/2022 12:44:38,17.80,23.42,-3.35,,
14858,11/07/2022 12:47:38,17.07,23.94,-3.67,,
14859,11/07/2022 12:50:38,16.84,23.19,-4.30,,
14860,11/07/2022 12:53:38,17.52,25.11,-2.65,,
14861,11/07/2022 12:56:38,17.17,23.67,-3.74,,
14862,11/07/2022 12:59:38,17.05,23.55,-3.91,,
14863,11/07/2022 13:02:38,17.45,24.34,-3.13,,
14864,11/07/2022 13:05:38,17.92,23.03,-3.47,,
14865,11/07/2022 13:08:38,18.07,22.22,-3.83,,
14866,11/07/2022 13:11:38,18.06,22.98,-3.39,,
14867,11/07/2022 13:14:38,17.43,21.99,-4.51,,
14868,11/07/2022 13:17:38,16.91,22.53,-4.62,,
14869,11/07/2022 13:20:38,17.17,23.14,-4.04,,
14870,11/07/2022 13:23:38,17.37,23.35,-3.75,,
14871,11/07/2022 13:26:38,17.80,22.51,-3.88,,
14872,11/07/2022 13:29:38,17.46,22.74,-4.03,,
14873,11/07/2022 13:32:38,17.82,21.96,-4.19,,
14874,11/07/2022 13:35:38,18.10,22.95,-3.37,,
14875,11/07/2022 13:38:38,17.82,21.80,-4.29,,
14876,11/07/2022 13:41:38,18.25,21.81,-3.92,,
14877,11/07/2022 13:44:38,18.10,21.52,-4.23,,
14878,11/07/2022 13:47:38,17.78,21.66,-4.41,,
14879,11/07/2022 13:50:38,17.53,22.20,-4.29,,
14880,11/07/2022 13:53:38,17.56,22.14,-4.30,,
14881,11/07/2022 13:56:38,17.93,20.82,-4.81,,
14882,11/07/2022 13:59:38,18.22,21.35,-4.23,,
14883,11/07/2022 14:02:38,17.54,20.32,-5.45,,
14884,11/07/2022 14:05:38,17.74,21.25,-4.70,,
14885,11/07/2022 14:08:38,17.96,19.56,-5.60,,
14886,11/07/2022 14:11:38,17.96,19.19,-5.86,,
14887,11/07/2022 14:14:38,17.50,20.38,-5.45,,
14888,11/07/2022 14:17:38,17.58,19.80,-5.76,,
14889,11/07/2022 14:20:38,16.86,19.75,-6.39,,
14890,11/07/2022 14:23:38,16.62,20.34,-6.20,,
14891,11/07/2022 14:26:38,16.39,20.57,-6.25,,
14892,11/07/2022 14:29:38,16.41,20.70,-6.15,,
14893,11/07/2022 14:32:38,16.47,20.02,-6.53,,
14894,11/07/2022 14:35:38,16.33,19.91,-6.72,,
14895,11/07/2022 14:38:38,16.17,19.85,-6.89,,
14896,11/07/2022 14:41:38,15.95,19.63,-7.22,,
14897,11/07/2022 14:44:38,15.90,19.57,-7.30,,
14898,11/07/2022 14:47:38,15.63,19.60,-7.50,,
14899,11/07/2022 14:50:38,15.82,19.70,-7.28,,
14900,11/07/2022 14:53:38,15.11,20.85,-7.14,,
14901,11/07/2022 14:56:38,15.38,20.21,-7.31,,
14902,11/07/2022 14:59:38,15.84,20.21,-6.94,,
14903,11/07/2022 15:02:38,15.37,20.54,-7.11,,
14904,11/07/2022 15:05:38,15.27,21.20,-6.79,,
14905,11/07/2022 15:08:38,15.17,20.72,-7.16,,
14906,11/07/2022 15:11:38,14.65,20.95,-7.46,,
14907,11/07/2022 15:14:38,14.73,21.78,-6.88,,
14908,11/07/2022 15:17:38,14.95,22.59,-6.23,,
14909,11/07/2022 15:20:38,14.71,22.00,-6.77,,
14910,11/07/2022 15:23:38,14.54,22.83,-6.44,,
14911,11/07/2022 15:26:38,14.28,21.82,-7.24,,
14912,11/07/2022 15:29:38,14.08,22.51,-7.00,,
14913,11/07/2022 15:32:38,14.08,23.08,-6.68,,
14914,11/07/2022 15:35:38,13.93,22.45,-7.17,,
14915,11/07/2022 15:38:38,14.03,22.28,-7.18,,
14916,11/07/2022 15:41:38,13.78,22.66,-7.17,,
14917,11/07/2022 15:44:38,13.39,22.97,-7.32,,
14918,11/07/2022 15:47:38,12.97,23.74,-7.25,,
14919,11/07/2022 15:50:38,12.75,24.01,-7.29,,
14920,11/07/2022 15:53:38,12.45,23.60,-7.77,,
14921,11/07/2022 15:56:38,12.26,24.42,-7.49,,
14922,11/07/2022 15:59:38,12.23,22.67,-8.47,,
14923,11/07/2022 16:02:38,12.17,22.68,-8.51,,
14924,11/07/2022 16:05:38,12.04,23.21,-8.33,,
14925,11/07/2022 16:08:38,11.89,23.10,-8.52,,
14926,11/07/2022 16:11:38,11.75,23.43,-8.45,,
14927,11/07/2022 16:14:38,11.62,23.25,-8.66,,
14928,11/07/2022 16:17:38,11.51,23.38,-8.68,,
14929,11/07/2022 16:20:38,11.27,24.59,-8.24,,
14930,11/07/2022 16:23:38,11.10,24.81,-8.27,,
14931,11/07/2022 16:26:38,10.88,25.27,-8.22,,
14932,11/07/2022 16:29:38,10.72,25.85,-8.07,,
14933,11/07/2022 16:32:38,10.55,25.39,-8.44,,
14934,11/07/2022 16:35:38,10.52,25.31,-8.51,,
14935,11/07/2022 16:38:38,10.46,25.11,-8.66,,
14936,11/07/2022 16:41:38,10.70,23.97,-9.05,,
14937,11/07/2022 16:44:38,10.54,25.12,-8.59,,
14938,11/07/2022 16:47:38,10.30,25.25,-8.72,,
14939,11/07/2022 16:50:38,10.16,25.85,-8.54,,
14940,11/07/2022 16:53:38,10.10,25.29,-8.88,,
14941,11/07/2022 16:56:38,10.10,25.80,-8.62,,
14942,11/07/2022 16:59:38,9.65,27.85,-8.03,,
14943,11/07/2022 17:02:38,9.04,28.98,-8.05,,
14944,11/07/2022 17:05:38,8.75,29.56,-8.05,,
14945,11/07/2022 17:08:38,8.49,29.57,-8.27,,
14946,11/07/2022 17:11:38,8.44,29.32,-8.42,,
14947,11/07/2022 17:14:38,8.60,29.53,-8.19,,
14948,11/07/2022 17:17:38,8.26,29.63,-8.45,,
14949,11/07/2022 17:20:38,7.92,30.71,-8.28,,
14950,11/07/2022 17:23:38,7.38,31.26,-8.53,,
14951,11/07/2022 17:26:38,7.28,32.48,-8.12,,
14952,11/07/2022 17:29:38,6.94,32.86,-8.27,,
14953,11/07/2022 17:32:38,6.90,32.49,-8.45,,
14954,11/07/2022 17:35:38,7.09,33.17,-8.02,,
14955,11/07/2022 17:38:38,6.72,34.41,-7.87,,
14956,11/07/2022 17:41:38,6.41,34.21,-8.22,,
14957,11/07/2022 17:44:38,6.38,34.31,-8.21,,
14958,11/07/2022 17:47:38,6.48,34.07,-8.22,,
14959,11/07/2022 17:50:38,6.52,33.69,-8.32,,
14960,11/07/2022 17:53:38,6.57,33.08,-8.51,,
14961,11/07/2022 17:56:38,6.61,32.75,-8.60,,
14962,11/07/2022 17:59:38,6.43,33.57,-8.44,,
14963,11/07/2022 18:02:38,6.39,33.51,-8.50,,
14964,11/07/2022 18:05:38,6.63,33.19,-8.42,,
14965,11/07/2022 18:08:38,6.52,34.05,-8.19,,
14966,11/07/2022 18:11:38,6.08,34.68,-8.34,,
14967,11/07/2022 18:14:38,5.67,36.74,-7.96,,
14968,11/07/2022 18:17:38,5.19,40.01,-7.30,,
14969,11/07/2022 18:20:38,4.98,39.20,-7.74,,
14970,11/07/2022 18:23:38,5.04,39.10,-7.73,,
14971,11/07/2022 18:26:38,5.13,39.93,-7.37,,
14972,11/07/2022 18:29:38,5.02,40.02,-7.45,,
14973,11/07/2022 18:32:38,4.56,40.64,-7.67,,
14974,11/07/2022 18:35:38,4.54,39.20,-8.14,,
14975,11/07/2022 18:38:38,5.02,38.82,-7.84,,
14976,11/07/2022 18:41:38,4.51,41.12,-7.55,,
14977,11/07/2022 18:44:38,4.58,39.84,-7.90,,
14978,11/07/2022 18:47:38,4.80,38.84,-8.03,,
14979,11/07/2022 18:50:38,4.91,38.51,-8.04,,
14980,11/07/2022 18:53:38,4.81,40.15,-7.59,,
14981,11/07/2022 18:56:38,4.17,42.86,-7.33,,
14982,11/07/2022 18:59:38,4.07,41.86,-7.72,,
14983,11/07/2022 19:02:38,3.70,44.53,-7.26,,
14984,11/07/2022 19:05:38,3.49,44.80,-7.37,,
14985,11/07/2022 19:08:38,3.95,41.36,-7.98,,
14986,11/07/2022 19:11:38,4.22,41.76,-7.62,,
14987,11/07/2022 19:14:38,3.86,43.07,-7.55,,
14988,11/07/2022 19:17:38,3.80,43.84,-7.37,,
14989,11/07/2022 19:20:38,3.97,41.93,-7.80,,
14990,11/07/2022 19:23:38,4.88,38.72,-8.00,,
14991,11/07/2022 19:26:38,4.95,39.57,-7.65,,
14992,11/07/2022 19:29:38,4.32,39.23,-8.33,,
14993,11/07/2022 19:32:38,5.20,37.57,-8.10,,
14994,11/07/2022 19:35:38,5.05,38.50,-7.92,,
14995,11/07/2022 19:38:38,5.33,38.14,-7.79,,
14996,11/07/2022 19:41:38,5.33,37.19,-8.11,,
14997,11/07/2022 19:44:38,4.93,39.01,-7.85,,
14998,11/07/2022 19:47:38,4.56,40.79,-7.62,,
14999,11/07/2022 19:50:38,4.30,41.14,-7.74,,
15000,11/07/2022 19:53:38,4.43,40.61,-7.79,,
15001,11/07/2022 19:56:38,4.26,42.09,-7.48,,
15002,11/07/2022 19:59:38,4.05,43.90,-7.13,,
15003,11/07/2022 20:02:38,3.35,44.04,-7.72,,
15004,11/07/2022 20:05:38,2.11,49.70,-7.30,,
15005,11/07/2022 20:08:38,1.99,49.02,-7.59,,
15006,11/07/2022 20:11:38,1.97,48.24,-7.82,,
15007,11/07/2022 20:14:38,2.37,46.61,-7.89,,
15008,11/07/2022 20:17:38,2.29,48.58,-7.43,,
15009,11/07/2022 20:20:38,2.32,47.66,-7.65,,
15010,11/07/2022 20:23:38,2.75,45.34,-7.89,,
15011,11/07/2022 20:26:38,3.43,43.00,-7.96,,
15012,11/07/2022 20:29:38,3.74,42.99,-7.68,,
15013,11/07/2022 20:32:38,3.84,40.54,-8.35,,
15014,11/07/2022 20:35:38,3.79,43.26,-7.55,,
15015,11/07/2022 20:38:38,3.70,43.10,-7.69,,
15016,11/07/2022 20:41:38,3.36,44.29,-7.64,,
15017,11/07/2022 20:44:38,3.14,44.58,-7.76,,
15018,11/07/2022 20:47:38,2.81,46.14,-7.62,,
15019,11/07/2022 20:50:38,1.39,54.03,-6.89,,
15020,11/07/2022 20:53:38,0.74,56.17,-7.00,,
15021,11/07/2022 20:56:38,0.52,54.53,-7.58,,
15022,11/07/2022 20:59:38,2.23,46.94,-7.93,,
15023,11/07/2022 21:02:38,2.34,49.03,-7.27,,
15024,11/07/2022 21:05:38,2.22,47.56,-7.77,,
15025,11/07/2022 21:08:38,2.67,47.46,-7.38,,
15026,11/07/2022 21:11:38,2.17,48.34,-7.60,,
15027,11/07/2022 21:14:38,2.08,47.32,-7.96,,
15028,11/07/2022 21:17:38,2.78,44.22,-8.20,,
15029,11/07/2022 21:20:38,3.03,45.17,-7.69,,
15030,11/07/2022 21:23:38,2.91,44.26,-8.06,,
15031,11/07/2022 21:26:38,3.21,44.79,-7.63,,
15032,11/07/2022 21:29:38,2.71,47.02,-7.46,,
15033,11/07/2022 21:32:38,2.05,49.73,-7.35,,
15034,11/07/2022 21:35:38,1.12,53.32,-7.31,,
15035,11/07/2022 21:38:38,0.71,55.82,-7.11,,
15036,11/07/2022 21:41:38,0.89,53.61,-7.46,,
15037,11/07/2022 21:44:38,1.12,52.44,-7.52,,
15038,11/07/2022 21:47:38,1.18,52.01,-7.58,,
